country_code,year,gdp,unemployment_rate,male_unemployment_rate,female_unemployment_rate,poverty_headcount_ratio,literacy_rate,electric_power_consumption,education_expenditure_ratio,current_health_expenditure_ratio,current_health_expenditure_per_capita
ABW,1960,,,,,,,,,,
AFG,1960,,,,,,,,,,
AGO,1960,,,,,,,,,,
ALB,1960,,,,,,,,,,
AND,1960,,,,,,,,,,
ARE,1960,,,,,,,,,,
ARG,1960,15865474315.4056,,,,,,,,,
ARM,1960,,,,,,,,,,
ASM,1960,,,,,,,,,,
ATG,1960,,,,,,,,,,
AUS,1960,18607682977.2293,,,,,,,,,
AUT,1960,6624086313.14334,,,,,,,,,
AZE,1960,,,,,,,,,,
BDI,1960,195999990.0,,,,,,,,,
BEL,1960,11810619368.3874,,,,,,,,,
BEN,1960,226195578.434497,,,,,,,,,
BFA,1960,330442815.821186,,,,,,,,,
BGD,1960,4274894083.33333,,,,,,,,,
BGR,1960,,,,,,,,,,
BHR,1960,,,,,,,,,,
BHS,1960,169736027.157764,,,,,,,,,
BIH,1960,,,,,,,,,,
BLR,1960,,,,,,,,,,
BLZ,1960,28072478.0724781,,,,,,,,,
BMU,1960,72400000.0,,,,,,,,,
BOL,1960,373250000.0,,,,,,,,,
BRA,1960,17030465539.3906,,,,,,,,,
BRB,1960,80021846.9453826,,,,,,,,,
BRN,1960,,,,,,,,,,
BTN,1960,,,,,,,,,,
BWA,1960,30411413.6552828,,,,,,,,,
CAF,1960,112155598.492157,,,,,,,,,
CAN,1960,40563768946.9503,,,,,,,,,
CHE,1960,10412232620.5258,,,,,,,,,
CHL,1960,4211103676.74027,,,,,,,,,
CHN,1960,59846235024.7318,,,,,,,,,
CIV,1960,546203559.344361,,,,,,,,,
CMR,1960,614206068.497266,,,,,,,,,
COD,1960,3359404117.64706,,,,,,,,,
COG,1960,131731862.783017,,,,,,,,,
COL,1960,4031152976.63904,,,,,,,,,
COM,1960,,,,,,,,,,
CPV,1960,,,,,,,,,,
CRI,1960,507513829.994855,,,,,,,,,
CUB,1960,,,,,,,,,,
CUW,1960,,,,,,,,,,
CYM,1960,,,,,,,,,,
CYP,1960,,,,,,,,,,
CZE,1960,,,,,,,,,,
DEU,1960,84619845881.2608,,,,,,,,,
DJI,1960,,,,,,,,,,
DMA,1960,,,,,,,,,,
DNK,1960,6361166544.50349,,,,,,,,,
DOM,1960,672399700.0,,,,,,,,,
DZA,1960,2723615451.30098,,,,,,,,,
ECU,1960,2069464937.19791,,,,,,,,,
EGY,1960,4206270352.22633,,,,,,,,,
ERI,1960,,,,,,,,,,
ESP,1960,12424514013.7604,,,,,,,,,
EST,1960,,,,,,,,,,
ETH,1960,1610511693.84215,,,,,,,,,
FIN,1960,5279481824.12983,,,,,,,,,
FJI,1960,112328422.113084,,,,,,,,,
FRA,1960,61756878990.3,,,,,,,,,
FRO,1960,,,,,,,,,,
FSM,1960,,,,,,,,,,
GAB,1960,141468977.799846,,,,,,,,,
GBR,1960,73233967692.1028,,,,,,,,,
GEO,1960,,,,,,,,,,
GHA,1960,1217230094.97205,,,,,,,,,
GIB,1960,,,,,,,,,,
GIN,1960,,,,,,,,,,
GMB,1960,,,,,,,,,,
GNB,1960,,,,,,,,,,
GNQ,1960,,,,,,,,,,
GRC,1960,4274890306.82895,,,,,,,,,
GRD,1960,,,,,,,,,,
GRL,1960,,,,,,,,,,
GTM,1960,1043599900.0,,,,,,,,,
GUM,1960,,,,,,,,,,
GUY,1960,170216241.126064,,,,,,,,,
HKG,1960,1320796651.69457,,,,,,,,,
HND,1960,335650000.0,,,,,,,,,
HRV,1960,,,,,,,,,,
HTI,1960,273187200.0,,,,,,,,,
HUN,1960,,,,,,,,,,
IDN,1960,,,,,,,,,,
IMN,1960,,,,,,,,,,
IND,1960,37029883876.1839,,,,,,,,,
IRL,1960,1998550221.80554,,,,,,,,,
IRN,1960,4199134389.90099,,,,,,,,,
IRQ,1960,1537252193.09912,,,,,,,,,
ISL,1960,252169712.042125,,,,,,,,,
ISR,1960,3070585807.33625,,,,,,,,,
ITA,1960,42012422612.3955,,,,,,,,,
JAM,1960,699064380.374248,,,,,,,,,
JOR,1960,,,,,,,,,,
JPN,1960,47419238274.4619,1.7,1.6,1.7,,,,,,
KAZ,1960,,,,,,,,,,
KEN,1960,791265459.493816,,,,,,,,,
KGZ,1960,,,,,,,,,,
KHM,1960,,,,,,,,,,
KIR,1960,,,,,,,,,,
KNA,1960,12366635.7500773,,,,,,,,,
KOR,1960,3958811881.18812,,,,,,,,,
KWT,1960,,,,,,,,,,
LAO,1960,,,,,,,,,,
LBN,1960,,,,,,,,,,
LBR,1960,190495600.0,,,,,,,,,
LBY,1960,401644248.9423,,,,,,,,,
LCA,1960,,,,,,,,,,
LIE,1960,,,,,,,,,,
LKA,1960,1409873949.57983,,,,,,,,,
LSO,1960,34579986.1680055,,,,,,,,,
LTU,1960,,,,,,,,,,
LUX,1960,709941874.044355,,,,,,,,,
LVA,1960,,,,,,,,,,
MAC,1960,,,,,,,,,,
MAF,1960,,,,,,,,,,
MAR,1960,2037154741.93211,,,,,,,,,
MCO,1960,,,,,,,,,,
MDA,1960,,,,,,,,,,
MDG,1960,673081724.751168,,,,,,,,,
MDV,1960,,,,,,,,,,
MEX,1960,13040000000.0,,,,,,,,,
MHL,1960,,,,,,,,,,
MKD,1960,,,,,,,,,,
MLI,1960,,,,,,,,,,
MLT,1960,,,,,,,,,,
MMR,1960,545098447.640862,,,,,,,,,
MNE,1960,,,,,,,,,,
MNG,1960,,,,,,,,,,
MNP,1960,,,,,,,,,,
MOZ,1960,,,,,,,,,,
MRT,1960,,,,,,,,,,
MUS,1960,162089563.829564,,,,,,,,,
MWI,1960,,,,,,,,,,
MYS,1960,1916229477.13657,,,,,,,,,
NAM,1960,,,,,,,,,,
NCL,1960,,,,,,,,,,
NER,1960,449526873.29589,,,,,,,,,
NGA,1960,4196174501.5302,,,,,,,,,
NIC,1960,227223322.141537,,,,,,,,,
NLD,1960,13282979014.563,,,,,,,,,
NOR,1960,5197398721.41367,,,,,,,,,
NPL,1960,508334413.965087,,,,,,,,,
NRU,1960,,,,,,,,,,
NZL,1960,5536098360.49526,,,,,,,,,
OMN,1960,44234656.4535004,,,,,,,,,
PAK,1960,3749265014.69971,,,,,,,,,
PAN,1960,537147100.0,,,,,,,,,
PER,1960,2571986572.12719,,,,,,,,,
PHL,1960,7515894110.56487,,,,,,,,,
PLW,1960,,,,,,,,,,
PNG,1960,230496036.879366,,,,,,,,,
POL,1960,,,,,,,,,,
PRI,1960,1691900000.0,,,,,,,,,
PRK,1960,,,,,,,,,,
PRT,1960,3339150157.85605,,,,,,,,,
PRY,1960,288884368.016934,,,,,,,,,
PSE,1960,,,,,,,,,,
PYF,1960,,,,,,,,,,
QAT,1960,,,,,,,,,,
ROU,1960,,,,,,,,,,
RUS,1960,,,,,,,,,,
RWA,1960,119000024.0,,,,,,,,,
SAU,1960,1748124063.55556,,,,,,,,,
SDN,1960,1126364161.7644,,,,,,,,,
SEN,1960,1003692370.46869,,,,,,,,,
SGP,1960,704751700.302494,,,,,,,,,
SLB,1960,,,,,,,,,,
SLE,1960,322151960.784314,,,,,,,,,
SLV,1960,,,,,,,,,,
SMR,1960,,,,,,,,,,
SOM,1960,180459936.776025,,,,,,,,,
SRB,1960,,,,,,,,,,
SSD,1960,,,,,,,,,,
STP,1960,,,,,,,,,,
SUR,1960,99650000.0,,,,,,,,,
SVK,1960,,,,,,,,,,
SVN,1960,,,,,,,,,,
SWE,1960,15930258332.069,,,,,,,,,
SWZ,1960,35076845.9692616,,,,,,,,,
SXM,1960,,,,,,,,,,
SYC,1960,12012024.6246505,,,,,,,,,
SYR,1960,857704413.407821,,,,,,,,,
TCA,1960,,,,,,,,,,
TCD,1960,313582728.147574,,,,,,,,,
TGO,1960,171057069.137772,,,,,,,,,
THA,1960,2760750860.62197,,,,,,,,,
TJK,1960,,,,,,,,,,
TKM,1960,,,,,,,,,,
TLS,1960,,,,,,,,,,
TON,1960,,,,,,,,,,
TTO,1960,535673252.483535,,,,,,,,,
TUN,1960,,,,,,,,,,
TUR,1960,7566666666.66667,,,,,,,,,
TUV,1960,,,,,,,,,,
TZA,1960,2651729807.38808,,,,,,,,,
UGA,1960,423145605.043164,,,,,,,,,
UKR,1960,,,,,,,,,,
URY,1960,1242289239.20493,,,,,,,,,
USA,1960,542390475099.326,5.5,5.4,5.9,,,,,,
UZB,1960,,,,,,,,,,
VCT,1960,13066634.0000817,,,,,,,,,
VEN,1960,7663938303.07172,,,,,,,,,
VGB,1960,,,,,,,,,,
VIR,1960,,,,,,,,,,
VNM,1960,,,,,,,,,,
VUT,1960,,,,,,,,,,
WSM,1960,,,,,,,,,,
YEM,1960,,,,,,,,,,
ZAF,1960,8748596500.5614,,,,,,,,,
ZMB,1960,698739720.783607,,,,,,,,,
ZWE,1960,1052990484.78507,,,,,,,,,
ABW,1961,,,,,,,,,,
AFG,1961,,,,,,,,,,
AGO,1961,,,,,,,,,,
ALB,1961,,,,,,,,,,
AND,1961,,,,,,,,,,
ARE,1961,,,,,,,,,,
ARG,1961,20132220374.9093,,,,,,,,,
ARM,1961,,,,,,,,,,
ASM,1961,,,,,,,,,,
ATG,1961,,,,,,,,,,
AUS,1961,19684003149.4405,,,,,,,,,
AUT,1961,7346566037.83392,,,,,,,,,
AZE,1961,,,,,,,,,,
BDI,1961,202999992.0,,,,,,,,,
BEL,1961,12561701694.3319,,,,,,,,,
BEN,1961,235668220.508202,,,,,,,,,
BFA,1961,350247234.260712,,,,,,,,,
BGD,1961,4817580375.0,,,,,,,,,
BGR,1961,,,,,,,,,,
BHR,1961,,,,,,,,,,
BHS,1961,190022030.403525,,,,,,,,,
BIH,1961,,,,,,,,,,
BLR,1961,,,,,,,,,,
BLZ,1961,29964999.965,,,,,,,,,
BMU,1961,76500000.0,,,,,,,,,
BOL,1961,406000000.0,,,,,,,,,
BRA,1961,17275940449.3837,,,,,,,,,
BRB,1961,85363759.3406016,,,,,,,,,
BRN,1961,,,,,,,,,,
BTN,1961,,,,,,,,,,
BWA,1961,32902612.8664855,,,,,,,,,
CAF,1961,123134583.463559,,,,,,,,,
CAN,1961,41038192837.9035,,,,,,,,,
CHE,1961,11713348834.3069,,,,,,,,,
CHL,1961,4948564550.91046,,,,,,,,,
CHN,1961,50162299349.7871,,,,,,,,,
CIV,1961,618245634.179831,,,,,,,,,
CMR,1961,652777608.320492,,,,,,,,,
COD,1961,3086746857.14286,,,,,,,,,
COG,1961,151675738.926342,,,,,,,,,
COL,1961,4540447761.19403,,,,,,,,,
COM,1961,,,,,,,,,,
CPV,1961,,,,,,,,,,
CRI,1961,490325181.614275,,,,,,,,,
CUB,1961,,,,,,,,,,
CUW,1961,,,,,,,,,,
CYM,1961,,,,,,,,,,
CYP,1961,,,,,,,,,,
CZE,1961,,,,,,,,,,
DEU,1961,96558204043.1028,,,,,,,,,
DJI,1961,,,,,,,,,,
DMA,1961,,,,,,,,,,
DNK,1961,7058361229.35415,,,,,,,,,
DOM,1961,654100200.0,,,,,,,,,
DZA,1961,2434747055.94018,,,,,,,,,
ECU,1961,1753850955.05808,,,,,,,,,
EGY,1961,4494575611.21289,,,,,,,,,
ERI,1961,,,,,,,,,,
ESP,1961,14238126759.7335,,,,,,,,,
EST,1961,,,,,,,,,,
ETH,1961,1680859514.1016,,,,,,,,,
FIN,1961,5984433774.41601,,,,,,,,,
FJI,1961,116987784.913739,,,,,,,,,
FRA,1961,66806595974.7159,,,,,,,,,
FRO,1961,,,,,,,,,,
FSM,1961,,,,,,,,,,
GAB,1961,167637907.122782,,,,,,,,,
GBR,1961,77741965703.3544,,,,,,,,,
GEO,1961,,,,,,,,,,
GHA,1961,1302674324.88378,,,,,,,,,
GIB,1961,,,,,,,,,,
GIN,1961,,,,,,,,,,
GMB,1961,,,,,,,,,,
GNB,1961,,,,,,,,,,
GNQ,1961,,,,,,,,,,
GRC,1961,4892397431.33292,,,,,,,,,
GRD,1961,,,,,,,,,,
GRL,1961,,,,,,,,,,
GTM,1961,1076699900.0,,,,,,,,,
GUM,1961,,,,,,,,,,
GUY,1961,185849535.376162,,,,,,,,,
HKG,1961,1383681651.13776,,,,,,,,,
HND,1961,356200000.0,,,,,,,,,
HRV,1961,,,,,,,,,,
HTI,1961,271066000.0,,,,,,,,,
HUN,1961,,,,,,,,,,
IDN,1961,,,,,,,,,,
IMN,1961,,,,,,,,,,
IND,1961,39232435784.0358,,,,,,,,,
IRL,1961,2151772979.96956,,,,,,,,,
IRN,1961,4426949094.83828,,,,,,,,,
IRQ,1961,1671960965.21561,,,,,,,,,
ISL,1961,257703244.559997,,,,,,,,,
ISR,1961,3708586471.46387,,,,,,,,,
ITA,1961,46649487320.4225,,,,,,,,,
JAM,1961,748043500.7826,,,,,,,,,
JOR,1961,,,,,,,,,,
JPN,1961,57266758179.5883,1.4,1.4,1.6,,,,,,
KAZ,1961,,,,,,,,,,
KEN,1961,792959472.816211,,,,,,,,,
KGZ,1961,,,,,,,,,,
KHM,1961,,,,,,,,,,
KIR,1961,,,,,,,,,,
KNA,1961,12483302.125078,,,,,,,,,
KOR,1961,2417628736.52655,,,,,,,,,
KWT,1961,,,,,,,,,,
LAO,1961,,,,,,,,,,
LBN,1961,,,,,,,,,,
LBR,1961,183920900.0,,,,,,,,,
LBY,1961,443905612.037755,,,,,,,,,
LCA,1961,,,,,,,,,,
LIE,1961,,,,,,,,,,
LKA,1961,1444327731.09244,,,,,,,,,
LSO,1961,35699985.7200057,,,,,,,,,
LTU,1961,,,,,,,,,,
LUX,1961,710163719.406917,,,,,,,,,
LVA,1961,,,,,,,,,,
MAC,1961,,,,,,,,,,
MAF,1961,,,,,,,,,,
MAR,1961,2025693539.55842,,,,,,,,,
MCO,1961,,,,,,,,,,
MDA,1961,,,,,,,,,,
MDG,1961,699161944.558097,,,,,,,,,
MDV,1961,,,,,,,,,,
MEX,1961,14160000000.0,,,,,,,,,
MHL,1961,,,,,,,,,,
MKD,1961,,,,,,,,,,
MLI,1961,,,,,,,,,,
MLT,1961,,,,,,,,,,
MMR,1961,605581577.287066,,,,,,,,,
MNE,1961,,,,,,,,,,
MNG,1961,,,,,,,,,,
MNP,1961,,,,,,,,,,
MOZ,1961,,,,,,,,,,
MRT,1961,159213430.204754,,,,,,,,,
MUS,1961,191757729.477729,,,,,,,,,
MWI,1961,,,,,,,,,,
MYS,1961,1901856122.72231,,,,,,,,,
NAM,1961,,,,,,,,,,
NCL,1961,,,,,,,,,,
NER,1961,485785230.978987,,,,,,,,,
NGA,1961,4467287893.08484,,,,,,,,,
NIC,1961,244144236.65331,,,,,,,,,
NLD,1961,14599836396.388,,,,,,,,,
NOR,1961,5669689210.3186,,,,,,,,,
NPL,1961,531959561.62226,,,,,,,,,
NRU,1961,,,,,,,,,,
NZL,1961,5721994864.23066,,,,,,,,,
OMN,1961,45634487.3539276,,,,,,,,,
PAK,1961,4118647627.04746,,,,,,,,,
PAN,1961,599026300.0,,,,,,,,,
PER,1961,2897852693.27494,,,,,,,,,
PHL,1961,8171194424.94498,,,,,,,,,
PLW,1961,,,,,,,,,,
PNG,1961,244832039.173126,,,,,,,,,
POL,1961,,,,,,,,,,
PRI,1961,1865100000.0,,,,,,,,,
PRK,1961,,,,,,,,,,
PRT,1961,3573719084.53354,,,,,,,,,
PRY,1961,322053713.15873,,,,,,,,,
PSE,1961,,,,,,,,,,
PYF,1961,,,,,,,,,,
QAT,1961,,,,,,,,,,
ROU,1961,,,,,,,,,,
RUS,1961,,,,,,,,,,
RWA,1961,122000016.0,,,,,,,,,
SAU,1961,1920811284.22222,,,,,,,,,
SDN,1961,1222860428.55503,,,,,,,,,
SEN,1961,1058975256.97025,,,,,,,,,
SGP,1961,764629788.123689,,,,,,,,,
SLB,1961,,,,,,,,,,
SLE,1961,327978758.169935,,,,,,,,,
SLV,1961,,,,,,,,,,
SMR,1961,,,,,,,,,,
SOM,1961,191659914.376034,,,,,,,,,
SRB,1961,,,,,,,,,,
SSD,1961,,,,,,,,,,
STP,1961,,,,,,,,,,
SUR,1961,107700000.0,,,,,,,,,
SVK,1961,,,,,,,,,,
SVN,1961,,,,,,,,,,
SWE,1961,17329819493.9904,,,,,,,,,
SWZ,1961,43026042.7895829,,,,,,,,,
SXM,1961,,,,,,,,,,
SYC,1961,11592023.7636487,,,,,,,,,
SYR,1961,945244972.067039,,,,,,,,,
TCA,1961,,,,,,,,,,
TCD,1961,333975336.110722,,,,,,,,,
TGO,1961,178497098.264275,,,,,,,,,
THA,1961,3034037810.96795,,,,,,,,,
TJK,1961,,,,,,,,,,
TKM,1961,,,,,,,,,,
TLS,1961,,,,,,,,,,
TON,1961,,,,,,,,,,
TTO,1961,584964620.921781,,,,,,,,,
TUN,1961,866155428.571429,,,,,,,,,
TUR,1961,7988888888.88889,,,,,,,,,
TUV,1961,,,,,,,,,,
TZA,1961,2826179031.22839,,,,,,,,,
UGA,1961,441667334.611947,,,,,,,,,
UKR,1961,,,,,,,,,,
URY,1961,1547388781.43133,,,,,,,,,
USA,1961,562640778342.419,6.7,6.4,7.2,,,,,,
UZB,1961,,,,,,,,,,
VCT,1961,13999965.0000875,,,,,,,,,
VEN,1961,8067267030.61863,,,,,,,,,
VGB,1961,,,,,,,,,,
VIR,1961,,,,,,,,,,
VNM,1961,,,,,,,,,,
VUT,1961,,,,,,,,,,
WSM,1961,,,,,,,,,,
YEM,1961,,,,,,,,,,
ZAF,1961,9225996309.60148,,,,,,,,,
ZMB,1961,682359727.329053,,,,,,,,,
ZWE,1961,1096646688.30019,,,,,,,,,
ABW,1962,,,,,,,,,,
AFG,1962,,,,,,,,,,
AGO,1962,,,,,,,,,,
ALB,1962,,,,,,,,,,
AND,1962,,,,,,,,,,
ARE,1962,,,,,,,,,,
ARG,1962,18337691145.3688,,,,,,,,,
ARM,1962,,,,,,,,,,
ASM,1962,,,,,,,,,,
ATG,1962,,,,,,,,,,
AUS,1962,19923683187.7893,,,,,,,,,
AUT,1962,7793042529.15992,,,,,,,,,
AZE,1962,,,,,,,,,,
BDI,1962,213500006.0,,,,,,,,,
BEL,1962,13436827166.5187,,,,,,,,,
BEN,1962,236434954.038578,,,,,,,,,
BFA,1962,379567099.249422,,,,,,,,,
BGD,1962,5081413541.66667,,,,,,,,,
BGR,1962,,,,,,,,,,
BHR,1962,,,,,,,,,,
BHS,1962,212170033.947205,,,,,,,,,
BIH,1962,,,,,,,,,,
BLR,1962,,,,,,,,,,
BLZ,1962,31857591.8575919,,,,,,,,,
BMU,1962,80700000.0,,,,,,,,,
BOL,1962,443916666.666667,,,,,,,,,
BRA,1962,19231747851.5332,,,,,,,,,
BRB,1962,88782583.460208,,,,,,,,,
BRN,1962,,,,,,,,,,
BTN,1962,,,,,,,,,,
BWA,1962,35644956.6430429,,,,,,,,,
CAF,1962,124482773.83306,,,,,,,,,
CAN,1962,42336211555.8268,,,,,,,,,
CHE,1962,12989649694.2812,,,,,,,,,
CHL,1962,5765971144.47142,,,,,,,,,
CHN,1962,47310737754.2287,,,,,,,,,
CIV,1962,645284473.733691,,,,,,,,,
CMR,1962,694247864.3789,,,,,,,,,
COD,1962,3779841428.57143,,,,,,,,,
COG,1962,166521239.650243,,,,,,,,,
COL,1962,4955538218.81618,,,,,,,,,
COM,1962,,,,,,,,,,
CPV,1962,,,,,,,,,,
CRI,1962,479180824.348506,,,,,,,,,
CUB,1962,,,,,,,,,,
CUW,1962,,,,,,,,,,
CYM,1962,,,,,,,,,,
CYP,1962,,,,,,,,,,
CZE,1962,,,,,,,,,,
DEU,1962,105895435234.343,,,,,,,,,
DJI,1962,,,,,,,,,,
DMA,1962,,,,,,,,,,
DNK,1962,7953274741.29303,,,,,,,,,
DOM,1962,824100000.0,,,,,,,,,
DZA,1962,2001444543.91885,,,,,,,,,
ECU,1962,1518207703.48997,,,,,,,,,
EGY,1962,4035462027.39753,,,,,,,,,
ERI,1962,,,,,,,,,,
ESP,1962,16609632790.5843,,,,,,,,,
EST,1962,,,,,,,,,,
ETH,1962,1747566307.0997,,,,,,,,,
FIN,1962,6407796042.70357,,,,,,,,,
FJI,1962,122906434.957814,,,,,,,,,
FRA,1962,74888595285.8833,,,,,,,,,
FRO,1962,,,,,,,,,,
FSM,1962,,,,,,,,,,
GAB,1962,182796536.266025,,,,,,,,,
GBR,1962,81247564156.8246,,,,,,,,,
GEO,1962,,,,,,,,,,
GHA,1962,1382515654.47343,,,,,,,,,
GIB,1962,,,,,,,,,,
GIN,1962,,,,,,,,,,
GMB,1962,,,,,,,,,,
GNB,1962,,,,,,,,,,
GNQ,1962,37253333.3333333,,,,,,,,,
GRC,1962,5140542929.42067,,,,,,,,,
GRD,1962,,,,,,,,,,
GRL,1962,,,,,,,,,,
GTM,1962,1143600000.0,,,,,,,,,
GUM,1962,,,,,,,,,,
GUY,1962,194949512.626218,,,,,,,,,
HKG,1962,1612346412.26475,,,,,,,,,
HND,1962,387750000.0,,,,,,,,,
HRV,1962,,,,,,,,,,
HTI,1962,281896800.0,,,,,,,,,
HUN,1962,,,,,,,,,,
IDN,1962,,,,,,,,,,
IMN,1962,,,,,,,,,,
IND,1962,42161481858.0819,,,,,,,,,
IRL,1962,2329372971.89171,,,,,,,,,
IRN,1962,4693566416.48845,,,,,,,,,
IRQ,1962,1784174540.73018,,,,,,,,,
ISL,1962,289200704.382542,,,,,,,,,
ISR,1962,2966154031.33123,,,,,,,,,
ITA,1962,52413872628.0045,,,,,,,,,
JAM,1962,777727688.908924,,,,,,,,,
JOR,1962,,,,,,,,,,
JPN,1962,64987857541.6256,1.3,1.2,1.5,,,,,,
KAZ,1962,,,,,,,,,,
KEN,1962,868111400.75544,,,,,,,,,
KGZ,1962,,,,,,,,,,
KHM,1962,,,,,,,,,,
KIR,1962,,,,,,,,,,
KNA,1962,12541635.3125784,,,,,,,,,
KOR,1962,2814615384.61538,,,,,,,,,
KWT,1962,1828107502.79955,,,,,,,,,
LAO,1962,,,,,,,,,,
LBN,1962,,,,,,,,,,
LBR,1962,191861800.0,,,,,,,,,
LBY,1962,619725784.909686,,,,,,,,,
LCA,1962,,,,,,,,,,
LIE,1962,,,,,,,,,,
LKA,1962,1434156378.60082,,,,,,,,,
LSO,1962,41859983.2560067,,,,,,,,,
LTU,1962,,,,,,,,,,
LUX,1962,747846862.209673,,,,,,,,,
LVA,1962,,,,,,,,,,
MAC,1962,,,,,,,,,,
MAF,1962,,,,,,,,,,
MAR,1962,2379611124.61442,,,,,,,,,
MCO,1962,,,,,,,,,,
MDA,1962,,,,,,,,,,
MDG,1962,739286907.592778,,,,,,,,,
MDV,1962,,,,,,,,,,
MEX,1962,15200000000.0,,,,,,,,,
MHL,1962,,,,,,,,,,
MKD,1962,,,,,,,,,,
MLI,1962,,,,,,,,,,
MLT,1962,,,,,,,,,,
MMR,1962,634528872.02036,,,,,,,,,
MNE,1962,,,,,,,,,,
MNG,1962,,,,,,,,,,
MNP,1962,,,,,,,,,,
MOZ,1962,,,,,,,,,,
MRT,1962,164271557.513473,,,,,,,,,
MUS,1962,197738207.858208,,,,,,,,,
MWI,1962,,,,,,,,,,
MYS,1962,2001489602.18475,,,,,,,,,
NAM,1962,,,,,,,,,,
NCL,1962,,,,,,,,,,
NER,1962,531736599.250464,,,,,,,,,
NGA,1962,4909399176.24033,,,,,,,,,
NIC,1962,269283803.686825,,,,,,,,,
NLD,1962,15847582341.1664,,,,,,,,,
NOR,1962,6107076928.63372,,,,,,,,,
NPL,1962,574091101.194382,,,,,,,,,
NRU,1962,,,,,,,,,,
NZL,1962,6133158532.21667,,,,,,,,,
OMN,1962,56273202.1971746,,,,,,,,,
PAK,1962,4310163796.72407,,,,,,,,,
PAN,1962,652120900.0,,,,,,,,,
PER,1962,3284322201.27831,,,,,,,,,
PHL,1962,4954593071.82796,,,,,,,,,
PLW,1962,,,,,,,,,,
PNG,1962,261184041.789447,,,,,,,,,
POL,1962,,,,,,,,,,
PRI,1962,2094400000.0,,,,,,,,,
PRK,1962,,,,,,,,,,
PRT,1962,3835883663.25123,,,,,,,,,
PRY,1962,360698412.698413,,,,,,,,,
PSE,1962,,,,,,,,,,
PYF,1962,,,,,,,,,,
QAT,1962,,,,,,,,,,
ROU,1962,,,,,,,,,,
RUS,1962,,,,,,,,,,
RWA,1962,125000008.0,,,,,,,,,
SAU,1962,2130606531.77778,,,,,,,,,
SDN,1962,1328259624.72217,,,,,,,,,
SEN,1962,1085475790.59112,,,,,,,,,
SGP,1962,826239211.817511,,,,,,,,,
SLB,1962,,,,,,,,,,
SLE,1962,342872549.019608,,,,,,,,,
SLV,1962,,,,,,,,,,
SMR,1962,,,,,,,,,,
SOM,1962,203531927.547229,,,,,,,,,
SRB,1962,,,,,,,,,,
SSD,1962,,,,,,,,,,
STP,1962,,,,,,,,,,
SUR,1962,116150000.0,,,,,,,,,
SVK,1962,,,,,,,,,,
SVN,1962,,,,,,,,,,
SWE,1962,18794282716.8476,,,,,,,,,
SWZ,1962,45927961.6288154,,,,,,,,,
SXM,1962,,,,,,,,,,
SYC,1962,12642025.9161531,,,,,,,,,
SYR,1962,1110565880.75881,,,,,,,,,
TCA,1962,,,,,,,,,,
TCD,1962,357635713.41932,,,,,,,,,
TGO,1962,186745757.859216,,,,,,,,,
THA,1962,3308912796.93487,,,,,,,,,
TJK,1962,,,,,,,,,,
TKM,1962,,,,,,,,,,
TLS,1962,,,,,,,,,,
TON,1962,,,,,,,,,,
TTO,1962,619322810.026308,,,,,,,,,
TUN,1962,880027733.333333,,,,,,,,,
TUR,1962,8922222222.22222,,,,,,,,,
TUV,1962,,,,,,,,,,
TZA,1962,3101589992.664,,,,,,,,,
UGA,1962,449158233.391351,,,,,,,,,
UKR,1962,,,,,,,,,,
URY,1962,1710004407.22785,,,,,,,,,
USA,1962,604729643906.496,5.5,5.2,6.2,,,,,,
UZB,1962,,,,,,,,,,
VCT,1962,14524963.6875908,,,,,,,,,
VEN,1962,8814309884.21165,,,,,,,,,
VGB,1962,,,,,,,,,,
VIR,1962,,,,,,,,,,
VNM,1962,,,,,,,,,,
VUT,1962,,,,,,,,,,
WSM,1962,,,,,,,,,,
YEM,1962,,,,,,,,,,
ZAF,1962,9813996074.40157,,,,,,,,,
ZMB,1962,679279728.55982,,,,,,,,,
ZWE,1962,1117601689.98745,,,,,,,,,
ABW,1963,,,,,,,,,,
AFG,1963,,,,,,,,,,
AGO,1963,,,,,,,,,,
ALB,1963,,,,,,,,,,
AND,1963,,,,,,,,,,
ARE,1963,,,,,,,,,,
ARG,1963,18272123664.4715,,,,,,,,,
ARM,1963,,,,,,,,,,
ASM,1963,,,,,,,,,,
ATG,1963,,,,,,,,,,
AUS,1963,21540963446.5541,,,,,,,,,
AUT,1963,8414050621.01716,,,,,,,,,
AZE,1963,,,,,,,,,,
BDI,1963,232749998.0,,,,,,,,,
BEL,1963,14445805381.3872,,,,,,,,,
BEN,1963,253927697.25805,,,,,,,,,
BFA,1963,394040667.106335,,,,,,,,,
BGD,1963,5319458562.5,,,,,,,,,
BGR,1963,,,,,,,,,,
BHR,1963,,,,,,,,,,
BHS,1963,237650038.024006,,,,,,,,,
BIH,1963,,,,,,,,,,
BLR,1963,,,,,,,,,,
BLZ,1963,33750113.7501138,,,,,,,,,
BMU,1963,82600000.0,,,,,,,,,
BOL,1963,478000000.0,,,,,,,,,
BRA,1963,23287712878.2002,,,,,,,,,
BRB,1963,99893761.2655968,,,,,,,,,
BRN,1963,,,,,,,,,,
BTN,1963,,,,,,,,,,
BWA,1963,38091842.8546863,,,,,,,,,
CAF,1963,129379123.76305,,,,,,,,,
CAN,1963,45140337826.9869,,,,,,,,,
CHE,1963,14283872299.0456,,,,,,,,,
